Temp,Turbidity,DO,BOD ,CO2,pH,Alkalinity,Hardness ,Calcium ,Ammonia ,Nitrite ,Phosphorus ,H2S ,Plankton ,Water Quality
31.33,2.24,7.291,5.022,8.46,9.275,26.533,62.506,18.401,0.047,0.382,2.783,0.008,5679,2
18.7,81.67,6.022,4.274,0.56,6.147,139.508,237.717,20.327,0.049,1.975,2.444,0.018,2497,2
33.45,5.57,7.924,3.692,3.629,6.318,198.286,193.936,12.675,0.047,1.972,0.027,0.011,4683,2
19.58,97.17,6.498,4.408,8.906,9.313,104.437,45.233,148.501,0.033,0.127,2.013,0.001,5717,2
18.69,90.4,6.809,4.644,8.495,9.418,47.246,24.348,178.438,0.044,1.297,2.996,0.019,2283,2
16.06,0.54,6.491,2.592,0.912,9.444,26.833,58.699,15.08,0.034,1.723,2.218,0.017,4812,2
15.3,93.3,6.953,4.103,0.198,9.16,153.453,171.084,171.042,0.043,1.859,0.029,0.001,5360,2
27.22,95.56,3.246,1.538,5.032,7.943,79.724,79.214,57.07,0.02,0.013,1.896,0.019,3529,2
23.87,12.31,3.329,1.338,6.534,8.056,85.262,149.082,41.675,0.011,0.017,1.952,0.019,4187,2
29.31,86.44,4.143,1.814,5.436,7.098,30.905,92.536,90.671,0.001,0.007,1.452,0.02,3152,2
24.72,86.47,4.135,1.523,6.612,6.825,60.104,135.921,88.957,0.02,0.019,1.344,0.02,4261,2
25.24,90.3,4.515,1.186,7.687,7.134,76.579,85.628,49.097,0.02,0.003,1.734,0.02,3935,2
20.35,10.97,3.221,1.88,6.362,7.081,31.322,134.103,53.645,0.017,0.016,0.883,0.019,3530,2
22.22,99.8,4.471,1.056,5.506,7.125,95.815,115.293,42.718,0.024,0.014,0.543,0.019,3132,2
28.08,98.41,4.066,1.537,6.128,7.013,34.122,92.67,95.173,0.01,0.013,0.871,0.02,4485,2
21.11,93.75,3.928,1.631,5.803,8.473,77.839,105.688,37.398,0.003,0.011,1.711,0.02,3126,2
24.41,90.88,4.189,1.88,7.958,7.663,85.597,87.257,72.072,0.016,0,1.607,0.02,4203,2
26.77,11.54,4.966,1.754,7.697,6.7,64.075,108.081,35.509,0.022,0.017,1.788,0.02,3235,2
24.6,6.71,3.73,1.374,6.892,6.641,66.979,107.012,36.737,0.004,0.015,0.301,0.02,4440,2
20.2,8.12,3.551,1.847,5.931,8.121,94.114,98.558,89.671,0.013,0.002,1.555,0.02,4203,2
26.9,88.66,3.656,1.494,6.677,6.797,97.265,145.641,39.812,0.012,0.018,0.633,0.02,3181,2
22.27,8.99,4.776,1.132,7.323,7.746,29.194,93.463,97.059,0.007,0.007,0.425,0.019,4313,2
22.18,96.96,4.552,1.461,5.247,8.047,47.043,149.859,52.318,0.02,0.003,0.858,0.019,4301,2
20.8,13.61,3.463,1.115,7.183,7.067,98.832,79.217,25.341,0.011,0.016,0.128,0.019,3684,2
25.41,88.52,4.301,1.288,6.358,8.906,46.755,139.77,89.176,0.002,0.011,0.59,0.019,3065,2
25.94,91.92,3.064,1.405,5.434,8.375,30.805,118.962,88.586,0.004,0.006,0.207,0.019,3225,2
20.74,94.33,4.95,1.07,5.264,7.471,51.951,119.008,65.553,0.013,0.008,0.112,0.019,4485,2
21.82,84.08,3.23,1.391,7.691,7.235,49.701,104.534,60.683,0.007,0.015,0.635,0.019,3738,2
24.13,94.41,3.285,1.765,6.362,8.746,72.207,111.41,31.373,0.011,0.008,1.666,0.019,4396,2
21.68,92.67,4.438,1.935,7.666,7.465,56.021,112.261,53.473,0.02,0.007,0.051,0.019,3082,2
28.82,12.43,3.656,1.939,6.216,6.53,68.379,135.092,64.265,0.021,0.003,1.71,0.02,3464,2
29.1,3.11,4.356,1.31,6.654,6.834,60.814,107.173,97.814,0.014,0.008,0.702,0.019,4317,2
24.31,11.35,3.203,1.648,5.259,8.081,77.728,120.452,57.9,0.02,0.012,0.739,0.019,3055,2
21.31,85.14,4.12,1.919,7.331,7.879,94.202,122.447,85.896,0.009,0.007,0.808,0.019,4441,2
25.07,10.29,3.246,1.646,5.385,7.132,47.892,114.427,92.207,0.001,0.005,1.351,0.019,3765,2
27.96,97.97,3.502,1.183,5.343,7.492,65.23,105.304,87.253,0.021,0.005,0.303,0.019,4369,2
25.99,3.98,4.14,1.85,6.695,6.936,75.614,126.719,61.753,0.008,0.017,0.802,0.019,3861,2
26.8,5.06,3.018,1.978,7.905,8.406,86.128,106.892,82.557,0.01,0.011,0.656,0.019,4084,2
24.67,5.58,3.937,1.325,6.271,8.483,78.348,92.903,25.997,0.019,0.013,1.657,0.02,4355,2
27.12,1.34,3.588,1.254,6.497,7.696,83.113,133.083,51.134,0.024,0.005,0.242,0.019,4178,2
22.89,82.43,3.519,1.569,7.359,6.714,89.446,89.995,41.067,0.003,0.018,1.879,0.02,3878,2
20.29,10.43,4.039,1.733,6.752,8.045,45.684,100.004,72.219,0.016,0.019,0.843,0.019,4186,2
24.99,92.03,4.002,1.629,6.41,8.929,38.661,100.956,49.84,0.002,0.009,1.564,0.019,4122,2
21.95,4.58,3.129,1.028,6.419,7.753,51.197,107.946,39.998,0.011,0.018,0.886,0.02,3471,2
29.64,98.99,3.97,1.296,6.018,7.69,94.398,138.037,89.708,0.024,0.017,0.402,0.02,3753,2
27.63,93.23,4.639,1.121,6.883,8.998,53.512,134.86,78.827,0.015,0.003,0.186,0.019,4113,2
26.13,3.07,4.319,1.144,5.376,8.293,63.271,124.932,49.781,0.002,0,1.823,0.02,3802,2
23.86,93.59,3.388,1.733,6.673,7.674,56.069,94.002,95.951,0.007,0.008,0.744,0.02,4047,2
29.11,89.88,4.918,1.461,7.754,6.548,46.588,101.194,69.253,0.018,0.007,1.761,0.02,4015,2
25.36,89.7,4.908,1.534,6.012,7.788,79.332,109.141,57.427,0.024,0.015,1.064,0.019,4149,2
27.5,5.69,4.814,1.289,5.983,8.243,79.924,128.004,40.368,0.008,0.003,0.86,0.019,3952,2
24.08,86.33,3.762,1.84,6.73,6.687,60.205,112.43,39.174,0.01,0.019,1.781,0.019,3809,2
23.41,13.08,4.284,1.159,7.065,6.705,52.067,101.131,25.809,0.017,0.004,0.781,0.02,3918,2
27.47,11.95,4.641,1.023,6.878,8.059,88.025,135.485,88.52,0,0.01,0.752,0.019,4200,2
28.05,14.02,3.834,1.599,7.789,7.533,37.126,87.984,46.035,0.011,0.014,0.461,0.02,3922,2
23.94,8.46,4.436,1.648,5.994,7.547,52.961,91.118,55.138,0.015,0.015,1.776,0.02,3089,2
27.75,94.73,4.665,1.489,6.251,7.85,71.33,138.404,78.764,0.022,0.013,0.814,0.019,3514,2
17.5,24.78,0.208,5.832,2.994,9.163,33.137,54.386,196.585,0.03,0.686,2.691,0.016,5405,2
17.79,19.23,11.434,2.948,2.177,9.02,127.709,68.702,180.112,0.032,1.097,2.377,0.017,4717,2
17.92,21.77,12.431,5.23,9.059,9.212,36.986,282.031,175.369,0.039,1.493,2.415,0.013,2459,2
17.8,16.12,10.964,2.312,8.021,6.467,27.897,160.297,21.089,0.028,1.012,2.402,0.008,2416,2
31.31,23.24,1.362,2.304,8.1,9.031,181.471,224.821,162.138,0.043,0.081,0.011,0.014,2425,2
16.01,18.11,12.704,4.563,1.024,9.078,26.198,52.293,20.144,0.05,0.757,2.106,0.014,2584,2
34.1,22.93,14.786,3.023,2.163,6.314,35.246,65.335,140.449,0.03,0.85,0.015,0.019,2978,2
18.96,27.85,0.716,3.118,1.322,9.204,144.166,71.936,111.117,0.031,0.317,2.72,0.011,5708,2
16.85,21.93,2.211,2.526,3.12,9.471,152.616,293.497,16.856,0.047,0.373,0.022,0.011,5095,2
17.74,17.85,8.637,3.114,3.255,9.39,117.871,251.519,14.209,0.035,0.69,0.029,0.012,4904,2
34.41,16.35,1.994,5.624,1.078,9.427,33.239,223.052,221.285,0.025,1.821,0.014,0.012,2765,2
31.86,21.18,1.806,2.118,4.785,9.082,110.476,238.19,211.424,0.033,1.846,2.834,0.004,2026,2
34.53,18.36,10.363,2.577,3.861,9.162,34.183,285.442,226.079,0.027,0.956,2.064,0.015,2800,2
16.4,28.67,10.91,5.361,9.942,6.408,28.329,23.519,107.886,0.039,1.365,0.018,0.01,5421,2
31.79,15.83,0.551,5.436,9.434,9.17,141.082,178.934,22.025,0.041,0.572,0.019,0.016,5743,2
34.54,22.56,1.614,5.305,0.594,9.352,47.365,216.559,134.185,0.036,1.65,2.342,0.01,5580,2
15.65,26.22,0.527,4.545,4.705,9.425,40.204,177.349,222.317,0.026,1.449,0.014,0.017,5082,2
30.13,20.59,9.979,3.091,8.285,6.205,119.126,38.955,132.03,0.047,1.85,0.017,0.013,2041,2
33,23.54,14.3,4.078,3.217,6.22,43.001,70.524,17.926,0.04,1.492,0.014,0.008,2347,2
32.5,19.7,2.668,2.835,8.32,6.293,187.653,218.96,132.303,0.047,0.7,0.015,0.008,2168,2
19.49,19.39,1.251,2.866,8.404,9.258,143.549,175.489,181.839,0.04,0.131,0.029,0.016,5218,2
19.67,16.02,8.427,2.789,9.432,6.173,29.433,42.15,168.634,0.025,1.103,0.025,0.017,4553,2
33.82,20.19,0.945,2.824,1.065,6.06,160.641,207.325,223.181,0.028,1.233,2.678,0.005,5934,2
16.46,29.81,14.799,4.631,9.495,6.213,37.151,271.001,14.971,0.038,1.081,2.894,0.006,2116,2
19.56,17.06,2.161,4.332,9.073,9.264,44.833,66.19,14.624,0.036,1.879,0.021,0.002,2204,2
33.16,24.56,9.609,5.848,2.796,6.23,139.974,48.765,199.897,0.038,0.099,0.013,0.011,2922,2
19.82,22.36,2.628,5.988,2.23,6.483,41.68,204.956,192.794,0.035,0.322,2.05,0.013,5992,2
17.11,23.69,11.642,4.305,0.865,9.301,152.477,38.783,18.467,0.046,1.389,2.177,0.011,5382,2
34.69,24.1,1.721,3.803,8.624,6.061,116.53,166.043,21.96,0.038,0.816,0.021,0.018,2168,2
15.42,19.28,1.317,3.616,3.428,6.121,25.54,49.517,16.094,0.045,0.596,0.019,0.011,4935,2
31.67,17.96,0.842,5.267,8.369,9.342,37.658,157.113,11.126,0.026,1.485,0.019,0.01,2175,2
19.9,21.55,10.964,3.541,0.158,6.389,172.779,161.456,24.881,0.04,0.227,0.014,0.012,5867,2
34.69,21.39,0.974,4.395,4.928,9.413,39.315,38.062,169.522,0.029,1.467,0.012,0.018,2603,2
19.28,26,10.409,2.113,0.143,6.101,28.254,48.909,146.234,0.04,1.463,2.549,0.009,5251,2
33.52,22.81,1.231,5.399,9.255,6.425,183.758,225.991,20.738,0.033,0.387,0.023,0.01,5384,2
32.45,17.81,0.753,5.343,9.276,9.107,42.961,49.114,161.133,0.04,0.139,0.023,0.017,2386,2
31.3,21.71,0.728,3.247,9.41,9.489,171.733,50.756,234.264,0.049,1.099,2.468,0.008,5087,2
16.87,19.18,1.22,2.431,0.282,9.012,118.029,53.394,128.372,0.027,1.208,2.127,0.01,2302,2
32.94,28.8,2.772,2.813,0.317,6.302,119.198,222.228,215.929,0.038,1.349,2.339,0.004,5404,2
32.09,29.45,11.107,2.246,4.864,6.483,40.558,56.264,143.277,0.034,1.199,0.021,0.009,2743,2
34.79,27.02,12.109,2.267,9.742,6.359,39.508,62.934,196.772,0.033,0.954,2.963,0.004,2615,2
33.9,27.42,0.636,2.396,0.83,9.063,33.906,74.55,206.104,0.03,1.377,0.03,0,2703,2
32.51,18.52,13.818,5.747,9.47,9.304,140.444,66.597,19.25,0.049,0.876,2.378,0.003,2099,2
32.56,23.68,2.912,4.413,8.073,9.355,178.245,39.811,19.609,0.028,1.144,0.013,0.015,5093,2
30.64,22.8,13.372,5.452,9.266,6.27,49.522,68.755,13.641,0.042,1.447,2.341,0.013,2430,2
17.31,27.34,0.969,3.113,9.999,6.348,118.287,165.982,185.251,0.035,1.674,2.381,0,5019,2
17.05,25.53,2.715,4.054,0.41,9.229,170.254,74.874,19.746,0.033,1.962,0.027,0.007,2301,2
15.74,23.75,11.408,4.001,2.772,9.45,162.379,64.676,22.821,0.033,1.634,0.013,0.012,2906,2
31.72,22.18,0.134,5.734,0.489,9.288,188.799,281.986,229.169,0.026,0.087,2.234,0.017,2113,2
33.74,20.6,0.44,4.64,1.468,9.35,47.395,168.617,181.248,0.047,0.708,2.946,0.01,2458,2
25.08,79.57,13.648,1.993,6.007,6.687,39.5,107.492,88.813,0.015,0.006,0.31,0.019,3793,2
23.94,37.8,0.593,1.513,5.713,7.926,59.406,145.503,58.402,0.019,0.019,1.637,0.02,3503,2
23.83,53.72,11.011,1.383,6.201,8.577,80.847,133.679,78.497,0.01,0.007,0.935,0.02,3863,2
28.83,53.96,2.335,1.546,7.862,7.241,85.181,137.106,91.626,0.022,0.004,0.541,0.02,3350,2
27.3,51.2,9.792,1.074,5.58,8.11,76.61,95.647,72.351,0.016,0.012,1.416,0.019,3233,2
27.66,54.37,13.733,1.833,6.825,6.845,51.365,104.111,99.003,0.015,0.01,0.896,0.019,4141,2
24.89,79.71,10.476,1.254,5.464,8.611,65.087,145.02,38.04,0.001,0.005,0.081,0.019,3220,2
24.08,34.07,8.905,1.17,5.77,8.56,47.568,108.445,72.107,0.016,0.019,0.664,0.019,3679,2
28.74,30.69,14.053,1.471,7.399,8.382,98.31,94.738,76.347,0.01,0.01,0.875,0.019,3441,2
22.48,79.33,2.87,1.232,5.701,8.792,58.199,130.283,37.565,0.005,0.018,0.567,0.019,3014,2
20.17,77.51,14.248,1.305,6.11,7.628,46.284,116.663,36.181,0.012,0.003,0.345,0.02,4407,2
20.97,69.21,14.468,1.498,5.952,8.265,75.733,113.079,35.683,0.017,0.006,1.589,0.02,3143,2
28.08,33.71,12.987,1.843,7.657,8.191,60.343,101,31.948,0.007,0.008,1.109,0.019,3692,2
29.82,50.88,0.244,1.824,5.084,7.518,81.415,75.338,93.799,0.017,0.008,0.642,0.02,4049,2
24.95,47.96,10.407,1.057,6.891,8.774,46.753,96.203,88.997,0.024,0.019,1.794,0.019,3600,2
24.3,79.33,2.991,1.144,5.697,8.654,81.945,138.394,51.785,0.011,0.004,0.752,0.02,4334,2
26.96,76.95,12.192,1.257,7.139,7.087,77.616,98.611,31.905,0.007,0.015,0.678,0.02,3918,2
22.19,30.77,11.046,1.89,5.228,7.912,69.176,145.599,49.916,0.02,0.019,1.241,0.019,4465,2
20.76,53.66,12.986,1.248,7.911,7.751,46.782,125.12,30.06,0.01,0.011,0.416,0.02,3846,2
24.61,74.91,0.422,1.373,6.212,8.869,31.556,75.769,31.603,0.015,0.002,0.675,0.02,3267,2
23.84,37.18,1.738,1.309,7.492,6.541,41.789,130.246,79.229,0.004,0.001,0.379,0.02,3588,2
22.41,42.29,13.449,1.426,5.858,7.274,90.144,103.556,55.803,0.006,0.013,0.933,0.02,3372,2
27.6,36.57,12.984,1.127,5.045,8.916,40.155,149.924,64.009,0.022,0.004,1.608,0.019,3203,2
29.65,65.15,2.128,1.777,6.728,8.621,27.554,90.201,45.267,0.003,0.015,0.888,0.019,4241,2
20.95,46.5,2.977,1.208,5.173,6.748,87.414,86.232,79.286,0.007,0.007,0.194,0.019,3192,2
27.8,35.17,10.166,1.791,6.813,6.604,33.963,135.083,90.163,0.006,0.009,1.176,0.02,3155,2
21.89,41.07,10.769,1.853,6.852,8.773,81.449,147.403,38.25,0.007,0.009,1.121,0.02,3338,2
20.09,72.51,10.458,1.005,7.348,7.885,79.468,144.104,54.687,0,0.007,0.1,0.02,3821,2
24.1,69.41,1.826,1.823,6.635,8.606,58.011,132.686,55.182,0.003,0.014,0.355,0.02,4315,2
21.41,39.28,14.97,1.284,6.422,7.284,52.48,107.482,64.194,0.016,0.013,1.844,0.019,3498,2
25.33,49.74,11.513,1.11,5.995,7.8,40.294,78.967,38.114,0.017,0.002,0.784,0.019,3556,2
25.58,42.98,9.918,1.419,5.841,6.988,87.386,147.002,56.179,0.025,0.001,1.052,0.02,4179,2
26.93,59.94,1.606,1.16,7.551,6.533,66.841,86.686,25.344,0.022,0.009,0.657,0.019,3750,2
28.76,63.39,2.761,1.056,5.634,8.866,94.09,85.533,93.658,0.001,0.019,1.08,0.019,3136,2
20.2,33.82,2.405,1.765,5.406,7.835,81.651,128.63,57.374,0.018,0.002,1.373,0.02,3505,2
26.87,49.63,0.713,1.861,6.688,6.751,85.651,145.92,80.228,0.002,0,0.683,0.02,3094,2
29.86,41.58,0.237,1.792,7.061,7.628,71.254,130.869,32.522,0.02,0.014,0.435,0.02,3525,2
29.86,77.31,1.073,1.297,6.088,8.371,75.875,117.085,31.296,0.002,0.015,1.338,0.019,4057,2
24.56,47.97,1.956,1.864,7.061,7.83,99.015,85.902,83.69,0.016,0.005,1.891,0.019,3971,2
23.48,44.54,13.162,1.732,6.034,8.821,26.091,122.557,94.243,0.016,0.018,0.295,0.019,3215,2
29.83,34.8,10.1,1.061,7.487,7.487,42.295,122.068,42.199,0.018,0.012,0.635,0.019,3034,2
24.86,62.25,9.48,1.667,6.983,6.9,49.824,138.62,58.937,0.012,0.012,1.495,0.019,3283,2
23.15,54.81,14.172,1.073,6.066,8.616,43.554,142.71,40.54,0.003,0.008,1.207,0.02,3753,2
23.81,43.32,9.082,1.097,5.245,6.909,59.978,84.105,33.017,0.02,0.002,0.133,0.019,3310,2
20.18,66.64,13.784,1.516,6.802,8.635,37.867,80.974,31.446,0.02,0.015,1.237,0.02,4254,2
25.04,77.46,1.303,1.732,7.692,8.608,96.017,115.617,99.468,0.016,0.017,0.517,0.019,4009,2
21.27,78.29,1.376,1.284,7.859,7.711,52.171,138.259,58.061,0.008,0.007,0.73,0.019,3025,2
23.05,71.42,0.93,1.985,6.293,8.435,31.433,79.119,44.054,0.013,0.017,0.075,0.019,3724,2
22.56,39.49,1.408,1.579,7.765,8.614,97.566,134.824,79.707,0.003,0.016,1.181,0.02,3178,2
20.02,69.22,12.903,1.937,6.681,7.499,44.324,75.89,53.961,0.01,0.004,0.203,0.02,3252,2
17.72,28.15,6.598,7.474,9.769,6.003,25.961,35.908,135.416,0.047,0.034,0.017,0.011,5681,2
17,17.8,5.284,10.86,9.932,6.195,169.953,57.826,118.722,0.028,1.384,2.389,0.004,2242,2
34.12,21.55,7.54,12.81,9.554,9.456,184.539,281.651,240.974,0.049,0.339,0.01,0.005,2507,2
17.68,21.37,5.922,8.508,9.294,6.155,119.551,38.687,17.584,0.035,1.524,0.029,0.003,2086,2
32.28,27.44,5.23,13.335,8.817,9.274,30.933,35.003,244.492,0.032,0.429,0.025,0.005,2540,2
32.21,24.86,5.821,12.725,1.008,6.294,138.262,69.992,227.167,0.049,1.136,2.298,0.007,2084,2
32.97,20.4,7.116,10.123,0.6,6.474,109.093,52.904,10.701,0.041,1.482,2.267,0.011,2006,2
18.48,21.08,5.796,10.502,3.907,9.441,158.118,61.984,20.357,0.038,0.129,2.395,0.015,5947,2
32.06,20.01,7.617,7.465,3.408,6.424,27.023,170.709,249.007,0.049,1.662,0.028,0.006,5218,2
17.75,21.72,7.788,14.713,8.025,9.347,27.569,47.342,12.497,0.046,1.336,0.011,0.007,2220,2
16.52,23.43,5.8,6.833,4.327,9.191,45.627,204.197,161.85,0.031,1.706,0.029,0.015,2186,2
34.99,23.51,6.091,14.244,1,9.198,36.103,224.357,22.602,0.037,0.464,0.029,0.017,2115,2
18.34,28.73,7.451,6.99,8.64,6.032,45.857,46.541,18.966,0.028,1.09,2.59,0.002,5571,2
19.77,25.17,5.326,12.896,0.369,6.134,44.091,72.701,114.261,0.037,1.64,0.02,0.002,2606,2
18.17,18.65,5.612,10.407,2.059,6.14,182.216,37.717,162.917,0.038,1.74,0.016,0.009,2352,2
15.86,29.43,6.119,14.542,2.998,6.081,38.382,54.555,15.955,0.048,1.687,2.741,0.002,2087,2
30.09,23.79,7.308,9.781,1.815,6.468,37.7,72.933,15.055,0.034,0.844,2.76,0.012,2659,2
30.47,28.46,5.328,7.86,8.36,6.086,43.222,254.398,11.832,0.027,1.174,2.017,0.007,2266,2
16.02,18.44,7.846,11.895,9.352,9.303,47.892,73.5,133.994,0.041,0.829,2.85,0.008,4699,2
30.13,21.44,7.42,13.354,0.827,6.377,124.281,22.886,24.549,0.047,1.218,0.029,0,4612,2
16.61,28.92,6.737,13.567,9.082,6.301,147.302,243.433,125.284,0.048,1.658,2.087,0.005,2534,2
19.38,24.25,5.093,8.481,3.977,9.36,111.946,252.93,210.57,0.037,0.123,0.017,0.013,2232,2
16.48,27.9,7.759,6.369,9.221,9.089,32.518,63.293,198.484,0.043,0.78,0.015,0.015,2988,2
15.64,20.37,6.273,10.036,3.868,6.188,159.48,57.015,22.268,0.038,1.457,0.025,0.008,5477,2
31.44,23.29,5.856,14.753,4.329,9.265,39.158,39.101,126.059,0.038,1.053,0.02,0.001,2944,2
19.4,23.24,5.719,12.451,8.843,6.357,30.957,280.294,116.794,0.047,0.248,0.021,0.006,2424,2
15.5,26.23,6.384,10.424,3.228,6.389,29.378,72.947,111.767,0.041,0.814,0.02,0.005,2169,2
34.47,24.11,6.856,10.902,8.43,6.442,175.61,42.722,108.88,0.034,1.144,0.024,0.008,2535,2
16.81,22.57,5.011,8.594,8.329,6.111,44.101,45.2,21.184,0.039,0.614,2.06,0.003,2845,2
31.96,16.63,7.093,7.493,8.812,9.215,29.488,299.753,13.834,0.039,0.497,0.024,0.006,2667,2
31.35,22.55,7.784,11.91,3.693,9.387,182.573,36.319,14.106,0.039,1.766,2.165,0.002,5993,2
34.14,24.03,7.505,10.559,9.785,6.34,176.043,227.715,237.866,0.033,0.725,2.665,0.018,4961,2
31.97,27.79,6.849,14.591,3.046,9.399,47.729,26.147,107.34,0.04,0.875,2.75,0.013,2173,2
34.63,15.08,6.626,11.673,4.57,9.05,180.759,64.262,22.15,0.03,0.312,0.028,0.005,5262,2
30.48,26.82,7.182,13.952,3.771,6.351,172.176,32.449,102.788,0.027,1.579,2.395,0.018,4695,2
16.4,25.42,7.029,13.632,3.603,6.116,33.958,281.855,102.973,0.045,0.81,2.371,0.016,2056,2
32.28,26.67,6.693,9.175,1.078,9.225,39.004,216.505,118.336,0.033,1.939,0.03,0.004,2581,2
16.58,19,7.67,12.815,4.032,6.367,40.422,211.004,15.075,0.047,0.8,0.018,0.003,2433,2
32.15,21.91,5.135,9.819,4.656,6.109,25.993,274.999,119.431,0.047,1.701,0.02,0.012,5399,2
16.55,27.45,7.708,14.018,9.529,6.382,199.404,67.02,16.385,0.04,0.445,2.754,0,5285,2
32.14,21.61,6.591,8.031,0.825,9.367,25.03,37.103,15.993,0.044,1.713,2.331,0.019,5290,2
16.96,15.93,6.153,11.18,9.203,6.038,181.668,263.127,188.953,0.026,0.688,2.775,0.008,5009,2
30.54,26.46,5.859,7.242,1.76,6.312,182.901,59.397,12.974,0.043,0.158,2.691,0.002,2058,2
30.11,29.08,6.256,6.904,9.199,6.091,185.992,70.709,10.08,0.043,0.122,2.684,0.001,2642,2
17.74,15.21,7.678,9.969,9.979,6.422,116.945,58.507,23.657,0.025,1.562,0.015,0.005,4522,2
34.41,15.75,5.943,12.12,9.953,9.405,157.036,197.531,156.6,0.035,1.32,0.011,0.006,5701,2
33.86,16.23,7.644,9.692,8.846,9.415,43.303,263.839,15.586,0.03,0.051,0.025,0.001,5501,2
15.4,21.15,7.513,8.92,9.786,6.069,173.189,52.552,11.754,0.047,0.348,2.353,0.002,2458,2
17.12,21.51,6.322,14.786,0.924,9.419,46.281,272.305,229.082,0.036,1.654,2.538,0.008,4828,2
32.41,17.57,6.43,12.019,9.679,6.48,28.084,267.351,102.001,0.048,0.891,2.14,0.004,2732,2
27.73,52.99,4.768,8.27,6.603,7.454,45.196,128.591,31.512,0.016,0.004,1.735,0.019,3768,2
26.62,36.27,4.854,12.013,5.098,8.062,65.604,130.651,82.538,0.013,0.02,1.345,0.019,4215,2
23.98,49.16,4.891,7.837,6.002,8.461,30.519,96.168,62.98,0.01,0.014,0.722,0.019,3391,2
25.01,33.37,4.036,9.946,5.252,7.987,77.293,140.264,94.697,0.009,0.006,0.472,0.019,3264,2
26.13,75.53,3.356,13.604,7.364,8.129,72.926,84.203,66.462,0.022,0.013,0.367,0.02,3451,2
21.33,78.77,4.644,6.071,6.209,7.974,74.999,104.355,41.81,0.016,0.011,0.038,0.02,3151,2
22.83,64.9,3.098,11.344,5.391,6.898,70.256,132.939,76.535,0.011,0.016,0.993,0.019,3521,2
28.37,42.3,3.258,14.444,7.126,6.605,52.763,137.565,46.125,0,0.005,0.977,0.019,3812,2
28.66,63.77,4.864,8.583,6.985,6.843,64.973,113.128,89.761,0.006,0.005,0.576,0.02,3133,2
20.55,34.5,3.562,13.474,5.836,7.207,48.381,149.87,45.842,0.016,0.005,1.541,0.019,3959,2
24.93,78.42,4.888,7.231,6.481,8.392,39.123,124.82,73.158,0.013,0.004,1.518,0.02,3771,2
28.3,63.24,4.369,13.151,7.226,7.538,89.452,82.155,63.99,0.01,0.019,0.621,0.019,3016,2
29.18,35.66,4.348,7.452,6.408,6.864,58.895,127.115,78.683,0.019,0.019,0.983,0.019,4077,2
28.01,34.14,3.753,6.308,7.662,8.335,66.997,120.564,61.693,0.006,0.018,0.816,0.019,4041,2
29.79,31.79,4.736,8.295,6.078,8.174,76.658,102.878,41.945,0.006,0.001,0.776,0.019,3865,2
25.71,58.6,4.117,12.829,7.277,8.089,84.055,76.444,55.891,0.012,0.006,1.031,0.02,4212,2
20.64,71.98,3.607,14.245,5.222,7.857,84.962,144.852,45.894,0.024,0.007,1.542,0.02,3057,2
20.86,68.42,4.698,8.697,5.032,7.13,95.056,91.543,50.377,0.018,0.004,0.792,0.019,3481,2
29.77,79.98,4.569,6.186,6.757,6.685,77.557,81.775,76.906,0.003,0.02,1.296,0.019,3622,2
24.49,60.26,4.941,12.172,7.571,7.468,79.313,115.997,79.378,0.015,0.006,0.634,0.019,4291,2
28.94,48.36,4.956,14.78,6.739,8.887,39.59,107.482,69.291,0.019,0.014,0.843,0.019,3965,2
29.11,30.85,4.207,8.278,7.86,6.56,91.473,114.694,29.914,0.009,0.009,0.269,0.019,3593,2
29.61,41.77,3.03,9.376,6.014,7.978,60.204,142.164,42.853,0.008,0.019,1.444,0.02,3570,2
27.78,63.96,3.514,12.823,5.95,8.711,93.056,80.257,35.501,0.006,0.008,1.06,0.019,4009,2
29.48,51.45,3.62,9.473,7.216,7.955,65.598,80.785,85.272,0.004,0.018,0.792,0.02,3113,2
26.79,38.31,3.455,9.247,5.447,8.291,36.185,89.786,85.324,0.001,0.005,1.022,0.02,3931,2
27.14,57.14,4.445,13.113,7.987,8.291,90.085,123.036,75.354,0.003,0.002,0.17,0.02,3903,2
21.38,59.43,4.298,12.833,5.816,7.448,81.055,99.024,56.363,0.02,0.004,1.204,0.019,4022,2
20.83,70.58,4.859,6.63,5.452,6.886,82.765,82.727,52.009,0.004,0.009,1.282,0.02,4464,2
21.12,53.61,4.088,8.627,7.241,6.894,43.025,117.035,33.522,0.024,0.016,0.701,0.02,3817,2
23.69,75.92,3.884,13.62,5.5,7.656,35.232,107.162,31.68,0.005,0.013,0.479,0.019,3490,2
29.65,73.17,4.28,6.215,7.396,6.588,84.1,128.254,39.167,0.013,0.011,0.751,0.02,3965,2
23.62,56.09,3.44,12.759,7.291,8.316,91.566,124.314,93.884,0.006,0.014,0.103,0.02,4051,2
29.3,56.45,3.099,11.824,5.26,8.38,51.503,146.236,83.134,0.012,0.007,0.384,0.019,3576,2
20.96,63.98,3.421,11.651,7.948,7.626,65.35,116.626,88.665,0.011,0.009,0.263,0.019,4350,2
21.22,64.08,4.728,7.862,7.019,7.217,55.132,82.105,99.735,0,0.013,1.395,0.02,3130,2
24.89,39.45,3.222,12.94,5.859,6.856,32.339,107.196,81.139,0.005,0.006,1.457,0.02,3057,2
